FILE	ORIGINAL_SHA256	ORIGINAL_UUID	ORIGINAL_CDHASH	ORIGINAL_LC_ID_DYLIB	ORIGINAL_LC_RPATHS	ORIGINAL_LOADS	ROOTLESS_REQUIRED	NEW_LC_ID_DYLIB	NEW_LC_RPATHS	NEW_LOADS	APPLE_LIB_LOADS_PRESERVED	PROCURSUS_LIB_LOADS_REWRITTEN	HEADER_PADDING_SUFFICIENT	LOAD_COMMAND_SIZE_CHANGE_REQUIRED	BINARY_RELAYOUT_REQUIRED	RESIGN_REQUIRED	TRUSTCACHE_REFRESH_REQUIRED	REWRITE_CLASS	TRANSFORM_MATCHES_REFERENCE_PATTERN	MINOS	SDK
usr/bin/basenc	0ec2c223a68f6cef9d522244f701146425184d43d74e9a4cd9484713127dd449	784E200D-C90D-3B5A-A39D-CDEFD223EB44	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/bash	2e046bc4561cb7f038a24d8467511212f1be26343df1733050b353ba20e955ba	A3F58AE5-270B-37D1-BB4B-016EA7C47702	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libreadline.8.dylib|/usr/lib/libhistory.8.dylib|/usr/lib/libncursesw.6.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libcharset.1.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libreadline.8.dylib|@rpath/libhistory.8.dylib|@rpath/libncursesw.6.dylib|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libcharset.1.dylib	/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib|/usr/lib/libcharset.1.dylib	/usr/lib/libreadline.8.dylib|/usr/lib/libhistory.8.dylib|/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/cat	3f7275ed0ae762f72cc4db9333342dbc11796438305c7209741f4dadc6b38cdf	0F4A09D7-E9CA-39F6-9201-4BD94F169793	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/chcon	482bf59c3e0c036edfdeaa40e5df98fdae978ce69807dd1433753b764cb2dcf5	B9CE48E5-95C6-3C90-B42A-577F3FBD92D7	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/chflags	0bb1e2545b588c0cf821143d35f3307d0c0670aea81534bac696556890439111	71CFDF99-C315-360E-A874-523F1E1DF5A6	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/chgrp	07150f3b85755add80670400fdfebb7b1d22ee9d63144a626ec08ba2a5052a84	FCAC5C4E-BD4E-3E89-89A5-A7E714226C7A	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/chmod	ccf9ef510630f2e6a45142bf246948e35d29c7e40bbe9a1693e2c29f5e2287c6	2C28C618-3E2F-3515-8F4F-99CE79E7C479	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/chown	04993153bd53441b37ff6fe450e90b5faf060567261257b7506696b9883f65db	DC77EBBE-5339-3CDD-B5FF-4E79A6CDE390	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/chpass	e8310a0846aa8e6cb7ed838703c885eb052f1ef67283a2690156f6118aa41d86	D2454BC3-706B-351C-9B19-84EB1EE3A757	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libcrypt.2.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libcrypt.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libcrypt.2.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/chroot	437e3d14ffb533f7fd05751723b20b70a13cbad4eedab2a26c023421291def57	66F5262A-104F-3EA2-82ED-DF0C26C2D063	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/cksum	a06fb2a00efc0fc26fa260462d0cfaecb2359d698f565bab9523440fad115f6e	99A8C016-3CB8-389D-9EE8-F0F0735C9059	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/clear	49219483d53cb9051734c02f4bba33d3ef72ac81b7c0e4eb57c671396178af9e	5F3F980B-01C7-304B-B925-B46BF791C395	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libncursesw.6.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libncursesw.6.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libncursesw.6.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/cmp	244224bef3713e78591a0bf359885c2af48e933d3bfefa0a8c62541696572f6b	6768DF75-7BAA-3FF5-9138-85EE9CCF8FA4	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/comm	6ed9a0ec3fe5e83ce4fdf88ad7d1737d4dbd987b40abab6fb076744a26fbe106	B9462CF4-B9DD-3E7A-BF7F-16201AAD46FB	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/compress	14b9142f8cf1d0691e8f6cda0f4317ee23e9620544feec32b6f2cddf1c60ecff	BDD1D909-0C6D-316A-90D7-BC23E19EFA6E	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/cp	9c0bf765f12141df83d23a1f8c11a243d039bc104040cc49dc1e1e9d3e15e41f	175533C2-02A5-382D-97BD-CF2FE95B4958	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/cpuctl	9b6e45c2ce041d138db53b3c65f6fbb71939d887714cbf770db52d665dcc1a09	D432C18A-555D-30D2-8A5E-8F46B373F571	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	NO		/usr/lib	@rpath/libiosexec.1.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit|/usr/lib/libSystem.B.dylib		UNKNOWN	NO	NO	NO	NO	NO_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/csplit	1a4f7d7f489439fbab84c8cc1eca73d21d80856f83051ecfcf49a8a5edd94de1	5F3BF8F8-7459-3081-8674-B101DC554FCF	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/cut	1bdab9effce1abf7239580f79ef2cbf521091bf3fc53e79184cd63d10496c464	54BE6DCB-E6BF-3E59-AA02-7104DD766F15	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/cvtsudoers	7032dbfcc981ed1912563d749abd9e23b2d7cb439dc163f3bb2fd3acb7b65392	ACEE3E02-B978-3699-BA07-E9B63B896E0E	TBD_BATCH		/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	/usr/libexec/sudo/libsudo_util.0.dylib|@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|@rpath/libcrypto.3.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib|/usr/lib/libcrypto.3.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/dash	42cc0cf4a622ed2338e1dfa22b05bd4295def1446b953ec9ef40cfe4ddee0b0e	09E0BBD2-2DA1-32D7-AFD2-17F51B999CD3	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libedit.0.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libedit.0.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libSystem.B.dylib	/usr/lib/libedit.0.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/date	ac3c231964c876d35e07dc00542ed037d7c88ecb115c573291bab726a6debe02	15885AFB-9ECC-3948-A03B-EF774DA2B777	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/dd	14f781d28e294947215f545f208f6c59070bee0e82411df2c52bcc45b706e0b1	255655CF-A05F-32B2-A1AC-02772E1AFAF6	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/deviceinfo	56d2fa90616b736ffba55537d70f14eef14f8e92a9e6a34a00952687ffadc593	5D6DC15D-CCDE-328B-A3D3-4D8A0587F5F9	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libMobileGestalt.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libobjc.A.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libMobileGestalt.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libobjc.A.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libMobileGestalt.dylib|/System/Library/Frameworks/Foundation.framework/Foundation|/usr/lib/libobjc.A.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/diff	0566d868f236a32275ddcc52511468437c0d1553410edfebdf57250d24d5e815	D3F41A2D-95F5-3372-AB32-33CA4946596E	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/diff3	1a851be09765c777c6b0cf61a46bbc506441b4cff83519c50169dfe3b3193f7a	E60FFAD0-D0D1-3900-8DAE-EECCBAFD4545	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/usr/lib/libiconv.2.dylib|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/dir	114959d28dab3b8d6b72a233316f91add62fc3528584596bc5d099396540b7bf	3CE0C60B-C44C-37CA-A825-BB369069759D	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
usr/bin/dircolors	22f312b5cbeb58ffae4e0a377243f2081405ae6fbe40b4e298d7ba0dd6020572	40DE90B8-EB86-3FE5-983D-655F54A75A3D	TBD_BATCH		/usr/lib	@rpath/libiosexec.1.dylib|/usr/lib/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	YES		/usr/lib|/var/jb/usr/lib	@rpath/libiosexec.1.dylib|@rpath/libintl.8.dylib|/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/System/Library/Frameworks/CoreFoundation.framework/CoreFoundation|/System/Library/Frameworks/CoreServices.framework/CoreServices|/usr/lib/libSystem.B.dylib	/usr/lib/libintl.8.dylib	UNKNOWN	YES	MAYBE	YES	YES	RPATH_ADDITION_AND_LOAD_REWRITE	YES_ORACLE_USES_RPATH_MODEL	minos 17.0	sdk 17.2
